# t, posx, posy, posz, dirx, diry, dirz, fov, n, f
+1.480000E+01 +4.925280E+04 +2.373120E+04 +2.472800E+04 -9.980267E-01 +6.279052E-02 +0.000000E+00 +9.067392E+01 +1.000000E+02 +5.000000E+03
+1.482000E+01 +4.933093E+04 +2.385967E+04 +2.475346E+04 -9.984016E-01 +5.651853E-02 +0.000000E+00 +9.060671E+01 +1.000000E+02 +5.000000E+03
+1.484000E+01 +4.940831E+04 +2.398781E+04 +2.477930E+04 -9.987370E-01 +5.024432E-02 +0.000000E+00 +9.053945E+01 +1.000000E+02 +5.000000E+03
+1.486000E+01 +4.948496E+04 +2.411561E+04 +2.480552E+04 -9.990329E-01 +4.396812E-02 +0.000000E+00 +9.047213E+01 +1.000000E+02 +5.000000E+03
+1.488000E+01 +4.956084E+04 +2.424306E+04 +2.483213E+04 -9.992895E-01 +3.769018E-02 +0.000000E+00 +9.040477E+01 +1.000000E+02 +5.000000E+03
+1.490000E+01 +4.963598E+04 +2.437015E+04 +2.485913E+04 -9.995066E-01 +3.141076E-02 +0.000000E+00 +9.033737E+01 +1.000000E+02 +5.000000E+03
+1.492000E+01 +4.971034E+04 +2.449688E+04 +2.488651E+04 -9.996842E-01 +2.513010E-02 +0.000000E+00 +9.026993E+01 +1.000000E+02 +5.000000E+03
+1.494000E+01 +4.978393E+04 +2.462323E+04 +2.491429E+04 -9.998224E-01 +1.884844E-02 +0.000000E+00 +9.020247E+01 +1.000000E+02 +5.000000E+03
+1.496000E+01 +4.985674E+04 +2.474921E+04 +2.494246E+04 -9.999210E-01 +1.256604E-02 +0.000000E+00 +9.013499E+01 +1.000000E+02 +5.000000E+03
+1.498000E+01 +4.992877E+04 +2.487480E+04 +2.497103E+04 -9.999803E-01 +6.283144E-03 +0.000000E+00 +9.006750E+01 +1.000000E+02 +5.000000E+03
+1.500000E+01 +5.000000E+04 +2.500000E+04 +2.500000E+04 -1.000000E+00 +0.000000E+00 +0.000000E+00 +9.000000E+01 +1.000000E+02 +5.000000E+03
+1.502000E+01 +5.007043E+04 +2.512480E+04 +2.502937E+04 -9.999803E-01 +0.000000E+00 -6.283144E-03 +8.993250E+01 +1.000000E+02 +5.000000E+03
+1.504000E+01 +5.014006E+04 +2.524919E+04 +2.505914E+04 -9.999210E-01 +0.000000E+00 -1.256604E-02 +8.986501E+01 +1.000000E+02 +5.000000E+03
+1.506000E+01 +5.020887E+04 +2.537317E+04 +2.508931E+04 -9.998224E-01 +0.000000E+00 -1.884844E-02 +8.979753E+01 +1.000000E+02 +5.000000E+03
+1.508000E+01 +5.027686E+04 +2.549672E+04 +2.511989E+04 -9.996842E-01 +0.000000E+00 -2.513010E-02 +8.973007E+01 +1.000000E+02 +5.000000E+03
+1.510000E+01 +5.034403E+04 +2.561985E+04 +2.515088E+04 -9.995066E-01 +0.000000E+00 -3.141076E-02 +8.966263E+01 +1.000000E+02 +5.000000E+03
+1.512000E+01 +5.041036E+04 +2.574254E+04 +2.518227E+04 -9.992895E-01 +0.000000E+00 -3.769018E-02 +8.959523E+01 +1.000000E+02 +5.000000E+03
+1.514000E+01 +5.047584E+04 +2.586479E+04 +2.521408E+04 -9.990329E-01 +0.000000E+00 -4.396812E-02 +8.952787E+01 +1.000000E+02 +5.000000E+03
+1.516000E+01 +5.054049E+04 +2.598659E+04 +2.524630E+04 -9.987370E-01 +0.000000E+00 -5.024432E-02 +8.946055E+01 +1.000000E+02 +5.000000E+03
+1.518000E+01 +5.060427E+04 +2.610793E+04 +2.527894E+04 -9.984016E-01 +0.000000E+00 -5.651853E-02 +8.939329E+01 +1.000000E+02 +5.000000E+03
+1.520000E+01 +5.066720E+04 +2.622880E+04 +2.531200E+04 -9.980267E-01 +0.000000E+00 -6.279052E-02 +8.932608E+01 +1.000000E+02 +5.000000E+03
+1.522000E+01 +5.072926E+04 +2.634920E+04 +2.534548E+04 -9.976125E-01 +0.000000E+00 -6.906003E-02 +8.925894E+01 +1.000000E+02 +5.000000E+03
+1.524000E+01 +5.079044E+04 +2.646913E+04 +2.537938E+04 -9.971589E-01 +0.000000E+00 -7.532681E-02 +8.919187E+01 +1.000000E+02 +5.000000E+03
+1.526000E+01 +5.085074E+04 +2.658856E+04 +2.541370E+04 -9.966659E-01 +0.000000E+00 -8.159061E-02 +8.912487E+01 +1.000000E+02 +5.000000E+03
+1.528000E+01 +5.091016E+04 +2.670751E+04 +2.544845E+04 -9.961336E-01 +0.000000E+00 -8.785120E-02 +8.905796E+01 +1.000000E+02 +5.000000E+03
+1.530000E+01 +5.096868E+04 +2.682595E+04 +2.548363E+04 -9.955620E-01 +0.000000E+00 -9.410831E-02 +8.899115E+01 +1.000000E+02 +5.000000E+03
+1.532000E+01 +5.102629E+04 +2.694388E+04 +2.551923E+04 -9.949510E-01 +0.000000E+00 -1.003617E-01 +8.892442E+01 +1.000000E+02 +5.000000E+03
+1.534000E+01 +5.108300E+04 +2.706130E+04 +2.555527E+04 -9.943008E-01 +0.000000E+00 -1.066112E-01 +8.885781E+01 +1.000000E+02 +5.000000E+03
+1.536000E+01 +5.113879E+04 +2.717820E+04 +2.559174E+04 -9.936113E-01 +0.000000E+00 -1.128564E-01 +8.879130E+01 +1.000000E+02 +5.000000E+03
+1.538000E+01 +5.119366E+04 +2.729457E+04 +2.562865E+04 -9.928826E-01 +0.000000E+00 -1.190972E-01 +8.872491E+01 +1.000000E+02 +5.000000E+03
+1.540000E+01 +5.124760E+04 +2.741040E+04 +2.566600E+04 -9.921147E-01 +0.000000E+00 -1.253332E-01 +8.865864E+01 +1.000000E+02 +5.000000E+03
+1.542000E+01 +5.130060E+04 +2.752569E+04 +2.570379E+04 -9.913076E-01 +0.000000E+00 -1.315644E-01 +8.859250E+01 +1.000000E+02 +5.000000E+03
+1.544000E+01 +5.135267E+04 +2.764042E+04 +2.574202E+04 -9.904614E-01 +0.000000E+00 -1.377903E-01 +8.852650E+01 +1.000000E+02 +5.000000E+03
+1.546000E+01 +5.140378E+04 +2.775460E+04 +2.578069E+04 -9.895761E-01 +0.000000E+00 -1.440108E-01 +8.846064E+01 +1.000000E+02 +5.000000E+03
+1.548000E+01 +5.145393E+04 +2.786821E+04 +2.581981E+04 -9.886517E-01 +0.000000E+00 -1.502256E-01 +8.839493E+01 +1.000000E+02 +5.000000E+03
+1.550000E+01 +5.150313E+04 +2.798125E+04 +2.585938E+04 -9.876883E-01 +0.000000E+00 -1.564345E-01 +8.832937E+01 +1.000000E+02 +5.000000E+03
+1.552000E+01 +5.155135E+04 +2.809371E+04 +2.589939E+04 -9.866859E-01 +0.000000E+00 -1.626372E-01 +8.826398E+01 +1.000000E+02 +5.000000E+03
+1.554000E+01 +5.159859E+04 +2.820558E+04 +2.593986E+04 -9.856446E-01 +0.000000E+00 -1.688334E-01 +8.819876E+01 +1.000000E+02 +5.000000E+03
+1.556000E+01 +5.164485E+04 +2.831686E+04 +2.598078E+04 -9.845643E-01 +0.000000E+00 -1.750231E-01 +8.813371E+01 +1.000000E+02 +5.000000E+03
+1.558000E+01 +5.169013E+04 +2.842753E+04 +2.602216E+04 -9.834452E-01 +0.000000E+00 -1.812058E-01 +8.806884E+01 +1.000000E+02 +5.000000E+03
+1.560000E+01 +5.173440E+04 +2.853760E+04 +2.606400E+04 -9.822873E-01 +0.000000E+00 -1.873813E-01 +8.800416E+01 +1.000000E+02 +5.000000E+03
+1.562000E+01 +5.177767E+04 +2.864705E+04 +2.610630E+04 -9.810905E-01 +0.000000E+00 -1.935495E-01 +8.793967E+01 +1.000000E+02 +5.000000E+03
+1.564000E+01 +5.181993E+04 +2.875588E+04 +2.614906E+04 -9.798551E-01 +0.000000E+00 -1.997100E-01 +8.787539E+01 +1.000000E+02 +5.000000E+03
+1.566000E+01 +5.186117E+04 +2.886408E+04 +2.619228E+04 -9.785809E-01 +0.000000E+00 -2.058626E-01 +8.781131E+01 +1.000000E+02 +5.000000E+03
+1.568000E+01 +5.190139E+04 +2.897164E+04 +2.623597E+04 -9.772681E-01 +0.000000E+00 -2.120071E-01 +8.774745E+01 +1.000000E+02 +5.000000E+03
+1.570000E+01 +5.194058E+04 +2.907855E+04 +2.628013E+04 -9.759168E-01 +0.000000E+00 -2.181432E-01 +8.768380E+01 +1.000000E+02 +5.000000E+03
+1.572000E+01 +5.197872E+04 +2.918481E+04 +2.632475E+04 -9.745269E-01 +0.000000E+00 -2.242708E-01 +8.762039E+01 +1.000000E+02 +5.000000E+03
+1.574000E+01 +5.201583E+04 +2.929042E+04 +2.636985E+04 -9.730985E-01 +0.000000E+00 -2.303894E-01 +8.755721E+01 +1.000000E+02 +5.000000E+03
+1.576000E+01 +5.205188E+04 +2.939535E+04 +2.641542E+04 -9.716317E-01 +0.000000E+00 -2.364990E-01 +8.749426E+01 +1.000000E+02 +5.000000E+03
+1.578000E+01 +5.208687E+04 +2.949962E+04 +2.646147E+04 -9.701266E-01 +0.000000E+00 -2.425992E-01 +8.743156E+01 +1.000000E+02 +5.000000E+03
+1.580000E+01 +5.212080E+04 +2.960320E+04 +2.650800E+04 -9.685832E-01 +0.000000E+00 -2.486899E-01 +8.736912E+01 +1.000000E+02 +5.000000E+03
+1.582000E+01 +5.215366E+04 +2.970609E+04 +2.655501E+04 -9.670015E-01 +0.000000E+00 -2.547707E-01 +8.730693E+01 +1.000000E+02 +5.000000E+03
+1.584000E+01 +5.218543E+04 +2.980829E+04 +2.660250E+04 -9.653816E-01 +0.000000E+00 -2.608415E-01 +8.724502E+01 +1.000000E+02 +5.000000E+03
+1.586000E+01 +5.221613E+04 +2.990979E+04 +2.665047E+04 -9.637237E-01 +0.000000E+00 -2.669020E-01 +8.718337E+01 +1.000000E+02 +5.000000E+03
+1.588000E+01 +5.224572E+04 +3.001058E+04 +2.669893E+04 -9.620277E-01 +0.000000E+00 -2.729519E-01 +8.712200E+01 +1.000000E+02 +5.000000E+03
+1.590000E+01 +5.227422E+04 +3.011065E+04 +2.674788E+04 -9.602937E-01 +0.000000E+00 -2.789911E-01 +8.706091E+01 +1.000000E+02 +5.000000E+03
+1.592000E+01 +5.230162E+04 +3.021000E+04 +2.679731E+04 -9.585218E-01 +0.000000E+00 -2.850193E-01 +8.700012E+01 +1.000000E+02 +5.000000E+03
+1.594000E+01 +5.232790E+04 +3.030861E+04 +2.684724E+04 -9.567121E-01 +0.000000E+00 -2.910362E-01 +8.693963E+01 +1.000000E+02 +5.000000E+03
+1.596000E+01 +5.235306E+04 +3.040649E+04 +2.689766E+04 -9.548645E-01 +0.000000E+00 -2.970416E-01 +8.687944E+01 +1.000000E+02 +5.000000E+03
+1.598000E+01 +5.237710E+04 +3.050362E+04 +2.694858E+04 -9.529793E-01 +0.000000E+00 -3.030353E-01 +8.681956E+01 +1.000000E+02 +5.000000E+03
+1.600000E+01 +5.240000E+04 +3.060000E+04 +2.700000E+04 -9.510565E-01 +0.000000E+00 -3.090170E-01 +8.676000E+01 +1.000000E+02 +5.000000E+03
+1.602000E+01 +5.242176E+04 +3.069562E+04 +2.705192E+04 -9.490961E-01 +0.000000E+00 -3.149865E-01 +8.670076E+01 +1.000000E+02 +5.000000E+03
+1.604000E+01 +5.244238E+04 +3.079047E+04 +2.710434E+04 -9.470983E-01 +0.000000E+00 -3.209436E-01 +8.664186E+01 +1.000000E+02 +5.000000E+03
+1.606000E+01 +5.246184E+04 +3.088455E+04 +2.715726E+04 -9.450631E-01 +0.000000E+00 -3.268880E-01 +8.658329E+01 +1.000000E+02 +5.000000E+03
+1.608000E+01 +5.248014E+04 +3.097784E+04 +2.721069E+04 -9.429905E-01 +0.000000E+00 -3.328195E-01 +8.652506E+01 +1.000000E+02 +5.000000E+03
+1.610000E+01 +5.249728E+04 +3.107035E+04 +2.726463E+04 -9.408808E-01 +0.000000E+00 -3.387379E-01 +8.646719E+01 +1.000000E+02 +5.000000E+03
+1.612000E+01 +5.251324E+04 +3.116206E+04 +2.731907E+04 -9.387339E-01 +0.000000E+00 -3.446429E-01 +8.640967E+01 +1.000000E+02 +5.000000E+03
+1.614000E+01 +5.252801E+04 +3.125297E+04 +2.737403E+04 -9.365499E-01 +0.000000E+00 -3.505343E-01 +8.635251E+01 +1.000000E+02 +5.000000E+03
+1.616000E+01 +5.254161E+04 +3.134307E+04 +2.742950E+04 -9.343289E-01 +0.000000E+00 -3.564119E-01 +8.629572E+01 +1.000000E+02 +5.000000E+03
+1.618000E+01 +5.255400E+04 +3.143235E+04 +2.748549E+04 -9.320711E-01 +0.000000E+00 -3.622754E-01 +8.623931E+01 +1.000000E+02 +5.000000E+03
+1.620000E+01 +5.256520E+04 +3.152080E+04 +2.754200E+04 -9.297765E-01 +0.000000E+00 -3.681246E-01 +8.618328E+01 +1.000000E+02 +5.000000E+03
+1.622000E+01 +5.257519E+04 +3.160842E+04 +2.759903E+04 -9.274452E-01 +0.000000E+00 -3.739592E-01 +8.612764E+01 +1.000000E+02 +5.000000E+03
+1.624000E+01 +5.258396E+04 +3.169521E+04 +2.765658E+04 -9.250772E-01 +0.000000E+00 -3.797791E-01 +8.607239E+01 +1.000000E+02 +5.000000E+03
+1.626000E+01 +5.259151E+04 +3.178114E+04 +2.771465E+04 -9.226727E-01 +0.000000E+00 -3.855840E-01 +8.601755E+01 +1.000000E+02 +5.000000E+03
+1.628000E+01 +5.259784E+04 +3.186623E+04 +2.777325E+04 -9.202318E-01 +0.000000E+00 -3.913737E-01 +8.596312E+01 +1.000000E+02 +5.000000E+03
+1.630000E+01 +5.260293E+04 +3.195045E+04 +2.783238E+04 -9.177546E-01 +0.000000E+00 -3.971479E-01 +8.590909E+01 +1.000000E+02 +5.000000E+03
+1.632000E+01 +5.260677E+04 +3.203380E+04 +2.789203E+04 -9.152412E-01 +0.000000E+00 -4.029064E-01 +8.585550E+01 +1.000000E+02 +5.000000E+03
+1.634000E+01 +5.260937E+04 +3.211628E+04 +2.795222E+04 -9.126916E-01 +0.000000E+00 -4.086491E-01 +8.580232E+01 +1.000000E+02 +5.000000E+03
+1.636000E+01 +5.261071E+04 +3.219788E+04 +2.801294E+04 -9.101060E-01 +0.000000E+00 -4.143756E-01 +8.574959E+01 +1.000000E+02 +5.000000E+03
+1.638000E+01 +5.261079E+04 +3.227859E+04 +2.807420E+04 -9.074844E-01 +0.000000E+00 -4.200857E-01 +8.569729E+01 +1.000000E+02 +5.000000E+03
+1.640000E+01 +5.260960E+04 +3.235840E+04 +2.813600E+04 -9.048271E-01 +0.000000E+00 -4.257793E-01 +8.564544E+01 +1.000000E+02 +5.000000E+03
+1.642000E+01 +5.260713E+04 +3.243731E+04 +2.819834E+04 -9.021340E-01 +0.000000E+00 -4.314560E-01 +8.559404E+01 +1.000000E+02 +5.000000E+03
+1.644000E+01 +5.260339E+04 +3.251530E+04 +2.826122E+04 -8.994053E-01 +0.000000E+00 -4.371158E-01 +8.554311E+01 +1.000000E+02 +5.000000E+03
+1.646000E+01 +5.259835E+04 +3.259238E+04 +2.832464E+04 -8.966410E-01 +0.000000E+00 -4.427582E-01 +8.549264E+01 +1.000000E+02 +5.000000E+03
+1.648000E+01 +5.259201E+04 +3.266853E+04 +2.838861E+04 -8.938414E-01 +0.000000E+00 -4.483832E-01 +8.544264E+01 +1.000000E+02 +5.000000E+03
+1.650000E+01 +5.258437E+04 +3.274375E+04 +2.845312E+04 -8.910065E-01 +0.000000E+00 -4.539905E-01 +8.539312E+01 +1.000000E+02 +5.000000E+03
+1.652000E+01 +5.257543E+04 +3.281803E+04 +2.851819E+04 -8.881364E-01 +0.000000E+00 -4.595799E-01 +8.534409E+01 +1.000000E+02 +5.000000E+03
+1.654000E+01 +5.256516E+04 +3.289136E+04 +2.858381E+04 -8.852313E-01 +0.000000E+00 -4.651511E-01 +8.529556E+01 +1.000000E+02 +5.000000E+03
+1.656000E+01 +5.255357E+04 +3.296374E+04 +2.864998E+04 -8.822912E-01 +0.000000E+00 -4.707039E-01 +8.524752E+01 +1.000000E+02 +5.000000E+03
+1.658000E+01 +5.254066E+04 +3.303515E+04 +2.871671E+04 -8.793163E-01 +0.000000E+00 -4.762382E-01 +8.519998E+01 +1.000000E+02 +5.000000E+03
+1.660000E+01 +5.252640E+04 +3.310560E+04 +2.878400E+04 -8.763067E-01 +0.000000E+00 -4.817537E-01 +8.515296E+01 +1.000000E+02 +5.000000E+03
+1.662000E+01 +5.251080E+04 +3.317507E+04 +2.885185E+04 -8.732625E-01 +0.000000E+00 -4.872501E-01 +8.510646E+01 +1.000000E+02 +5.000000E+03
+1.664000E+01 +5.249385E+04 +3.324356E+04 +2.892026E+04 -8.701838E-01 +0.000000E+00 -4.927273E-01 +8.506048E+01 +1.000000E+02 +5.000000E+03
+1.666000E+01 +5.247554E+04 +3.331106E+04 +2.898923E+04 -8.670707E-01 +0.000000E+00 -4.981851E-01 +8.501503E+01 +1.000000E+02 +5.000000E+03
+1.668000E+01 +5.245587E+04 +3.337756E+04 +2.905877E+04 -8.639234E-01 +0.000000E+00 -5.036232E-01 +8.497012E+01 +1.000000E+02 +5.000000E+03
+1.670000E+01 +5.243483E+04 +3.344305E+04 +2.912888E+04 -8.607420E-01 +0.000000E+00 -5.090414E-01 +8.492575E+01 +1.000000E+02 +5.000000E+03
+1.672000E+01 +5.241240E+04 +3.350753E+04 +2.919955E+04 -8.575267E-01 +0.000000E+00 -5.144395E-01 +8.488194E+01 +1.000000E+02 +5.000000E+03
+1.674000E+01 +5.238860E+04 +3.357100E+04 +2.927080E+04 -8.542774E-01 +0.000000E+00 -5.198173E-01 +8.483868E+01 +1.000000E+02 +5.000000E+03
+1.676000E+01 +5.236340E+04 +3.363343E+04 +2.934262E+04 -8.509945E-01 +0.000000E+00 -5.251746E-01 +8.479599E+01 +1.000000E+02 +5.000000E+03
+1.678000E+01 +5.233680E+04 +3.369484E+04 +2.941502E+04 -8.476779E-01 +0.000000E+00 -5.305112E-01 +8.475387E+01 +1.000000E+02 +5.000000E+03
+1.680000E+01 +5.230880E+04 +3.375520E+04 +2.948800E+04 -8.443279E-01 +0.000000E+00 -5.358268E-01 +8.471232E+01 +1.000000E+02 +5.000000E+03
+1.682000E+01 +5.227939E+04 +3.381451E+04 +2.956156E+04 -8.409446E-01 +0.000000E+00 -5.411213E-01 +8.467136E+01 +1.000000E+02 +5.000000E+03
+1.684000E+01 +5.224855E+04 +3.387277E+04 +2.963570E+04 -8.375280E-01 +0.000000E+00 -5.463943E-01 +8.463098E+01 +1.000000E+02 +5.000000E+03
+1.686000E+01 +5.221630E+04 +3.392997E+04 +2.971042E+04 -8.340784E-01 +0.000000E+00 -5.516459E-01 +8.459121E+01 +1.000000E+02 +5.000000E+03
+1.688000E+01 +5.218260E+04 +3.398610E+04 +2.978573E+04 -8.305959E-01 +0.000000E+00 -5.568756E-01 +8.455203E+01 +1.000000E+02 +5.000000E+03
+1.690000E+01 +5.214748E+04 +3.404115E+04 +2.986162E+04 -8.270806E-01 +0.000000E+00 -5.620834E-01 +8.451347E+01 +1.000000E+02 +5.000000E+03
+1.692000E+01 +5.211090E+04 +3.409512E+04 +2.993811E+04 -8.235326E-01 +0.000000E+00 -5.672689E-01 +8.447551E+01 +1.000000E+02 +5.000000E+03
+1.694000E+01 +5.207287E+04 +3.414799E+04 +3.001519E+04 -8.199521E-01 +0.000000E+00 -5.724321E-01 +8.443819E+01 +1.000000E+02 +5.000000E+03
+1.696000E+01 +5.203338E+04 +3.419977E+04 +3.009286E+04 -8.163393E-01 +0.000000E+00 -5.775727E-01 +8.440149E+01 +1.000000E+02 +5.000000E+03
+1.698000E+01 +5.199243E+04 +3.425044E+04 +3.017113E+04 -8.126942E-01 +0.000000E+00 -5.826905E-01 +8.436542E+01 +1.000000E+02 +5.000000E+03
+1.700000E+01 +5.195000E+04 +3.430000E+04 +3.025000E+04 -8.090170E-01 +0.000000E+00 -5.877853E-01 +8.433000E+01 +1.000000E+02 +5.000000E+03
+1.702000E+01 +5.190609E+04 +3.434844E+04 +3.032947E+04 -8.053079E-01 +0.000000E+00 -5.928568E-01 +8.429523E+01 +1.000000E+02 +5.000000E+03
+1.704000E+01 +5.186070E+04 +3.439575E+04 +3.040954E+04 -8.015670E-01 +0.000000E+00 -5.979050E-01 +8.426110E+01 +1.000000E+02 +5.000000E+03
+1.706000E+01 +5.181381E+04 +3.444193E+04 +3.049021E+04 -7.977944E-01 +0.000000E+00 -6.029295E-01 +8.422765E+01 +1.000000E+02 +5.000000E+03
+1.708000E+01 +5.176542E+04 +3.448696E+04 +3.057149E+04 -7.939904E-01 +0.000000E+00 -6.079303E-01 +8.419485E+01 +1.000000E+02 +5.000000E+03
+1.710000E+01 +5.171553E+04 +3.453085E+04 +3.065338E+04 -7.901550E-01 +0.000000E+00 -6.129071E-01 +8.416273E+01 +1.000000E+02 +5.000000E+03
+1.712000E+01 +5.166412E+04 +3.457358E+04 +3.073587E+04 -7.862884E-01 +0.000000E+00 -6.178596E-01 +8.413130E+01 +1.000000E+02 +5.000000E+03
+1.714000E+01 +5.161118E+04 +3.461515E+04 +3.081898E+04 -7.823908E-01 +0.000000E+00 -6.227878E-01 +8.410055E+01 +1.000000E+02 +5.000000E+03
+1.716000E+01 +5.155673E+04 +3.465555E+04 +3.090270E+04 -7.784623E-01 +0.000000E+00 -6.276914E-01 +8.407049E+01 +1.000000E+02 +5.000000E+03
+1.718000E+01 +5.150073E+04 +3.469477E+04 +3.098704E+04 -7.745031E-01 +0.000000E+00 -6.325702E-01 +8.404113E+01 +1.000000E+02 +5.000000E+03
+1.720000E+01 +5.144320E+04 +3.473280E+04 +3.107200E+04 -7.705132E-01 +0.000000E+00 -6.374240E-01 +8.401248E+01 +1.000000E+02 +5.000000E+03
+1.722000E+01 +5.138412E+04 +3.476964E+04 +3.115758E+04 -7.664930E-01 +0.000000E+00 -6.422527E-01 +8.398454E+01 +1.000000E+02 +5.000000E+03
+1.724000E+01 +5.132348E+04 +3.480529E+04 +3.124378E+04 -7.624425E-01 +0.000000E+00 -6.470560E-01 +8.395732E+01 +1.000000E+02 +5.000000E+03
+1.726000E+01 +5.126128E+04 +3.483972E+04 +3.133060E+04 -7.583619E-01 +0.000000E+00 -6.518337E-01 +8.393083E+01 +1.000000E+02 +5.000000E+03
+1.728000E+01 +5.119752E+04 +3.487295E+04 +3.141805E+04 -7.542514E-01 +0.000000E+00 -6.565858E-01 +8.390507E+01 +1.000000E+02 +5.000000E+03
+1.730000E+01 +5.113218E+04 +3.490495E+04 +3.150613E+04 -7.501111E-01 +0.000000E+00 -6.613119E-01 +8.388004E+01 +1.000000E+02 +5.000000E+03
+1.732000E+01 +5.106525E+04 +3.493572E+04 +3.159483E+04 -7.459411E-01 +0.000000E+00 -6.660119E-01 +8.385577E+01 +1.000000E+02 +5.000000E+03
+1.734000E+01 +5.099674E+04 +3.496526E+04 +3.168417E+04 -7.417418E-01 +0.000000E+00 -6.706856E-01 +8.383224E+01 +1.000000E+02 +5.000000E+03
+1.736000E+01 +5.092663E+04 +3.499356E+04 +3.177414E+04 -7.375131E-01 +0.000000E+00 -6.753328E-01 +8.380947E+01 +1.000000E+02 +5.000000E+03
+1.738000E+01 +5.085492E+04 +3.502061E+04 +3.186475E+04 -7.332553E-01 +0.000000E+00 -6.799534E-01 +8.378747E+01 +1.000000E+02 +5.000000E+03
+1.740000E+01 +5.078160E+04 +3.504640E+04 +3.195600E+04 -7.289686E-01 +0.000000E+00 -6.845471E-01 +8.376624E+01 +1.000000E+02 +5.000000E+03
+1.742000E+01 +5.070666E+04 +3.507093E+04 +3.204789E+04 -7.246531E-01 +0.000000E+00 -6.891138E-01 +8.374579E+01 +1.000000E+02 +5.000000E+03
+1.744000E+01 +5.063011E+04 +3.509418E+04 +3.214042E+04 -7.203090E-01 +0.000000E+00 -6.936533E-01 +8.372612E+01 +1.000000E+02 +5.000000E+03
+1.746000E+01 +5.055192E+04 +3.511616E+04 +3.223359E+04 -7.159365E-01 +0.000000E+00 -6.981654E-01 +8.370724E+01 +1.000000E+02 +5.000000E+03
+1.748000E+01 +5.047209E+04 +3.513685E+04 +3.232741E+04 -7.115357E-01 +0.000000E+00 -7.026500E-01 +8.368915E+01 +1.000000E+02 +5.000000E+03
+1.750000E+01 +5.039063E+04 +3.515625E+04 +3.242188E+04 -7.071068E-01 +0.000000E+00 -7.071068E-01 +8.367188E+01 +1.000000E+02 +5.000000E+03
+1.752000E+01 +5.030751E+04 +3.517435E+04 +3.251699E+04 -7.026500E-01 +0.000000E+00 -7.115357E-01 +8.365541E+01 +1.000000E+02 +5.000000E+03
+1.754000E+01 +5.022273E+04 +3.519114E+04 +3.261276E+04 -6.981654E-01 +0.000000E+00 -7.159365E-01 +8.363975E+01 +1.000000E+02 +5.000000E+03
+1.756000E+01 +5.013629E+04 +3.520662E+04 +3.270918E+04 -6.936533E-01 +0.000000E+00 -7.203090E-01 +8.362492E+01 +1.000000E+02 +5.000000E+03
+1.758000E+01 +5.004819E+04 +3.522077E+04 +3.280626E+04 -6.891138E-01 +0.000000E+00 -7.246531E-01 +8.361092E+01 +1.000000E+02 +5.000000E+03
+1.760000E+01 +4.995840E+04 +3.523360E+04 +3.290400E+04 -6.845471E-01 +0.000000E+00 -7.289686E-01 +8.359776E+01 +1.000000E+02 +5.000000E+03
+1.762000E+01 +4.986693E+04 +3.524509E+04 +3.300240E+04 -6.799534E-01 +0.000000E+00 -7.332553E-01 +8.358544E+01 +1.000000E+02 +5.000000E+03
+1.764000E+01 +4.977377E+04 +3.525524E+04 +3.310146E+04 -6.753328E-01 +0.000000E+00 -7.375131E-01 +8.357397E+01 +1.000000E+02 +5.000000E+03
+1.766000E+01 +4.967891E+04 +3.526404E+04 +3.320118E+04 -6.706856E-01 +0.000000E+00 -7.417418E-01 +8.356335E+01 +1.000000E+02 +5.000000E+03
+1.768000E+01 +4.958235E+04 +3.527148E+04 +3.330157E+04 -6.660119E-01 +0.000000E+00 -7.459411E-01 +8.355359E+01 +1.000000E+02 +5.000000E+03
+1.770000E+01 +4.948408E+04 +3.527755E+04 +3.340262E+04 -6.613119E-01 +0.000000E+00 -7.501111E-01 +8.354471E+01 +1.000000E+02 +5.000000E+03
+1.772000E+01 +4.938408E+04 +3.528225E+04 +3.350435E+04 -6.565858E-01 +0.000000E+00 -7.542514E-01 +8.353669E+01 +1.000000E+02 +5.000000E+03
+1.774000E+01 +4.928237E+04 +3.528558E+04 +3.360675E+04 -6.518337E-01 +0.000000E+00 -7.583619E-01 +8.352956E+01 +1.000000E+02 +5.000000E+03
+1.776000E+01 +4.917892E+04 +3.528751E+04 +3.370982E+04 -6.470560E-01 +0.000000E+00 -7.624425E-01 +8.352332E+01 +1.000000E+02 +5.000000E+03
+1.778000E+01 +4.907373E+04 +3.528806E+04 +3.381357E+04 -6.422527E-01 +0.000000E+00 -7.664930E-01 +8.351797E+01 +1.000000E+02 +5.000000E+03
+1.780000E+01 +4.896680E+04 +3.528720E+04 +3.391800E+04 -6.374240E-01 +0.000000E+00 -7.705132E-01 +8.351352E+01 +1.000000E+02 +5.000000E+03
+1.782000E+01 +4.885812E+04 +3.528493E+04 +3.402311E+04 -6.325702E-01 +0.000000E+00 -7.745031E-01 +8.350998E+01 +1.000000E+02 +5.000000E+03
+1.784000E+01 +4.874767E+04 +3.528125E+04 +3.412890E+04 -6.276914E-01 +0.000000E+00 -7.784623E-01 +8.350735E+01 +1.000000E+02 +5.000000E+03
+1.786000E+01 +4.863547E+04 +3.527615E+04 +3.423537E+04 -6.227878E-01 +0.000000E+00 -7.823908E-01 +8.350564E+01 +1.000000E+02 +5.000000E+03
+1.788000E+01 +4.852148E+04 +3.526962E+04 +3.434253E+04 -6.178596E-01 +0.000000E+00 -7.862884E-01 +8.350486E+01 +1.000000E+02 +5.000000E+03
