# t, posx, posy, posz, dirx, diry, dirz, fov, n, f
+0.000000E+00 +0.000000E+00 +2.500000E+04 +2.500000E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.350000E+02 +1.000000E+02 +5.000000E+03
+2.000000E-02 +2.574842E+02 +2.519890E+04 +2.499172E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.340580E+02 +1.000000E+02 +5.000000E+03
+4.000000E-02 +5.132736E+02 +2.539561E+04 +2.498353E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.331219E+02 +1.000000E+02 +5.000000E+03
+6.000000E-02 +7.673734E+02 +2.559013E+04 +2.497545E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.321917E+02 +1.000000E+02 +5.000000E+03
+8.000000E-02 +1.019789E+03 +2.578248E+04 +2.496746E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.312674E+02 +1.000000E+02 +5.000000E+03
+1.000000E-01 +1.270525E+03 +2.597265E+04 +2.495958E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.303489E+02 +1.000000E+02 +5.000000E+03
+1.200000E-01 +1.519587E+03 +2.616066E+04 +2.495179E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.294364E+02 +1.000000E+02 +5.000000E+03
+1.400000E-01 +1.766981E+03 +2.634651E+04 +2.494409E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.285297E+02 +1.000000E+02 +5.000000E+03
+1.600000E-01 +2.012710E+03 +2.653021E+04 +2.493650E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.276288E+02 +1.000000E+02 +5.000000E+03
+1.800000E-01 +2.256782E+03 +2.671177E+04 +2.492900E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.267337E+02 +1.000000E+02 +5.000000E+03
+2.000000E-01 +2.499200E+03 +2.689120E+04 +2.492160E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.258445E+02 +1.000000E+02 +5.000000E+03
+2.200000E-01 +2.739970E+03 +2.706850E+04 +2.491429E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.249610E+02 +1.000000E+02 +5.000000E+03
+2.400000E-01 +2.979098E+03 +2.724367E+04 +2.490708E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.240833E+02 +1.000000E+02 +5.000000E+03
+2.600000E-01 +3.216587E+03 +2.741674E+04 +2.489997E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.232114E+02 +1.000000E+02 +5.000000E+03
+2.800000E-01 +3.452445E+03 +2.758769E+04 +2.489295E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.223452E+02 +1.000000E+02 +5.000000E+03
+3.000000E-01 +3.686675E+03 +2.775655E+04 +2.488602E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.214847E+02 +1.000000E+02 +5.000000E+03
+3.200000E-01 +3.919283E+03 +2.792332E+04 +2.487919E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.206300E+02 +1.000000E+02 +5.000000E+03
+3.400000E-01 +4.150275E+03 +2.808800E+04 +2.487246E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.197809E+02 +1.000000E+02 +5.000000E+03
+3.600000E-01 +4.379654E+03 +2.825060E+04 +2.486581E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.189376E+02 +1.000000E+02 +5.000000E+03
+3.800000E-01 +4.607428E+03 +2.841113E+04 +2.485926E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.180999E+02 +1.000000E+02 +5.000000E+03
+4.000000E-01 +4.833600E+03 +2.856960E+04 +2.485280E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.172678E+02 +1.000000E+02 +5.000000E+03
+4.200000E-01 +5.058176E+03 +2.872601E+04 +2.484643E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.164414E+02 +1.000000E+02 +5.000000E+03
+4.400000E-01 +5.281162E+03 +2.888038E+04 +2.484016E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.156206E+02 +1.000000E+02 +5.000000E+03
+4.600000E-01 +5.502561E+03 +2.903270E+04 +2.483397E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.148055E+02 +1.000000E+02 +5.000000E+03
+4.800000E-01 +5.722381E+03 +2.918299E+04 +2.482788E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.139959E+02 +1.000000E+02 +5.000000E+03
+5.000000E-01 +5.940625E+03 +2.933125E+04 +2.482188E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.131919E+02 +1.000000E+02 +5.000000E+03
+5.200000E-01 +6.157299E+03 +2.947749E+04 +2.481596E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.123934E+02 +1.000000E+02 +5.000000E+03
+5.400000E-01 +6.372409E+03 +2.962172E+04 +2.481014E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.116005E+02 +1.000000E+02 +5.000000E+03
+5.600000E-01 +6.585958E+03 +2.976394E+04 +2.480440E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.108132E+02 +1.000000E+02 +5.000000E+03
+5.800000E-01 +6.797954E+03 +2.990417E+04 +2.479876E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.100313E+02 +1.000000E+02 +5.000000E+03
+6.000000E-01 +7.008400E+03 +3.004240E+04 +2.479320E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.092550E+02 +1.000000E+02 +5.000000E+03
+6.200000E-01 +7.217302E+03 +3.017865E+04 +2.478773E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.084841E+02 +1.000000E+02 +5.000000E+03
+6.400000E-01 +7.424666E+03 +3.031292E+04 +2.478235E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.077187E+02 +1.000000E+02 +5.000000E+03
+6.600000E-01 +7.630495E+03 +3.044522E+04 +2.477705E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.069588E+02 +1.000000E+02 +5.000000E+03
+6.800000E-01 +7.834797E+03 +3.057556E+04 +2.477185E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.062043E+02 +1.000000E+02 +5.000000E+03
+7.000000E-01 +8.037575E+03 +3.070395E+04 +2.476673E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.054552E+02 +1.000000E+02 +5.000000E+03
+7.200000E-01 +8.238835E+03 +3.083039E+04 +2.476169E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.047115E+02 +1.000000E+02 +5.000000E+03
+7.400000E-01 +8.438583E+03 +3.095488E+04 +2.475674E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.039733E+02 +1.000000E+02 +5.000000E+03
+7.600000E-01 +8.636822E+03 +3.107745E+04 +2.475188E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.032404E+02 +1.000000E+02 +5.000000E+03
+7.800000E-01 +8.833560E+03 +3.119808E+04 +2.474710E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.025129E+02 +1.000000E+02 +5.000000E+03
+8.000000E-01 +9.028800E+03 +3.131680E+04 +2.474240E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.017907E+02 +1.000000E+02 +5.000000E+03
+8.200000E-01 +9.222548E+03 +3.143361E+04 +2.473779E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.010739E+02 +1.000000E+02 +5.000000E+03
+8.400000E-01 +9.414810E+03 +3.154851E+04 +2.473326E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +1.003624E+02 +1.000000E+02 +5.000000E+03
+8.600000E-01 +9.605589E+03 +3.166151E+04 +2.472882E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.965617E+01 +1.000000E+02 +5.000000E+03
+8.800000E-01 +9.794893E+03 +3.177262E+04 +2.472445E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.895526E+01 +1.000000E+02 +5.000000E+03
+9.000000E-01 +9.982725E+03 +3.188185E+04 +2.472017E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.825961E+01 +1.000000E+02 +5.000000E+03
+9.200000E-01 +1.016909E+04 +3.198920E+04 +2.471598E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.756923E+01 +1.000000E+02 +5.000000E+03
+9.400000E-01 +1.035400E+04 +3.209469E+04 +2.471186E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.688410E+01 +1.000000E+02 +5.000000E+03
+9.600000E-01 +1.053745E+04 +3.219831E+04 +2.470783E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.620419E+01 +1.000000E+02 +5.000000E+03
+9.800000E-01 +1.071945E+04 +3.230008E+04 +2.470387E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.552949E+01 +1.000000E+02 +5.000000E+03
+1.000000E+00 +1.090000E+04 +3.240000E+04 +2.470000E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.486000E+01 +1.000000E+02 +5.000000E+03
+1.020000E+00 +1.107911E+04 +3.249808E+04 +2.469621E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.419569E+01 +1.000000E+02 +5.000000E+03
+1.040000E+00 +1.125679E+04 +3.259433E+04 +2.469249E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.353655E+01 +1.000000E+02 +5.000000E+03
+1.060000E+00 +1.143304E+04 +3.268875E+04 +2.468886E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.288256E+01 +1.000000E+02 +5.000000E+03
+1.080000E+00 +1.160787E+04 +3.278136E+04 +2.468530E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.223371E+01 +1.000000E+02 +5.000000E+03
+1.100000E+00 +1.178128E+04 +3.287215E+04 +2.468183E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.158999E+01 +1.000000E+02 +5.000000E+03
+1.120000E+00 +1.195327E+04 +3.296114E+04 +2.467843E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.095137E+01 +1.000000E+02 +5.000000E+03
+1.140000E+00 +1.212385E+04 +3.304833E+04 +2.467510E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +9.031784E+01 +1.000000E+02 +5.000000E+03
+1.160000E+00 +1.229303E+04 +3.313373E+04 +2.467186E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.968940E+01 +1.000000E+02 +5.000000E+03
+1.180000E+00 +1.246081E+04 +3.321735E+04 +2.466869E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.906601E+01 +1.000000E+02 +5.000000E+03
+1.200000E+00 +1.262720E+04 +3.329920E+04 +2.466560E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.844768E+01 +1.000000E+02 +5.000000E+03
+1.220000E+00 +1.279220E+04 +3.337928E+04 +2.466258E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.783438E+01 +1.000000E+02 +5.000000E+03
+1.240000E+00 +1.295582E+04 +3.345759E+04 +2.465964E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.722609E+01 +1.000000E+02 +5.000000E+03
+1.260000E+00 +1.311806E+04 +3.353416E+04 +2.465678E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.662281E+01 +1.000000E+02 +5.000000E+03
+1.280000E+00 +1.327892E+04 +3.360897E+04 +2.465399E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.602452E+01 +1.000000E+02 +5.000000E+03
+1.300000E+00 +1.343843E+04 +3.368205E+04 +2.465127E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.543119E+01 +1.000000E+02 +5.000000E+03
+1.320000E+00 +1.359656E+04 +3.375340E+04 +2.464863E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.484283E+01 +1.000000E+02 +5.000000E+03
+1.340000E+00 +1.375334E+04 +3.382302E+04 +2.464607E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.425941E+01 +1.000000E+02 +5.000000E+03
+1.360000E+00 +1.390877E+04 +3.389092E+04 +2.464357E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.368091E+01 +1.000000E+02 +5.000000E+03
+1.380000E+00 +1.406286E+04 +3.395711E+04 +2.464115E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.310733E+01 +1.000000E+02 +5.000000E+03
+1.400000E+00 +1.421560E+04 +3.402160E+04 +2.463880E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.253864E+01 +1.000000E+02 +5.000000E+03
+1.420000E+00 +1.436701E+04 +3.408439E+04 +2.463652E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.197483E+01 +1.000000E+02 +5.000000E+03
+1.440000E+00 +1.451708E+04 +3.414550E+04 +2.463432E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.141590E+01 +1.000000E+02 +5.000000E+03
+1.460000E+00 +1.466583E+04 +3.420492E+04 +2.463218E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.086181E+01 +1.000000E+02 +5.000000E+03
+1.480000E+00 +1.481326E+04 +3.426267E+04 +2.463012E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +8.031256E+01 +1.000000E+02 +5.000000E+03
+1.500000E+00 +1.495938E+04 +3.431875E+04 +2.462813E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.976813E+01 +1.000000E+02 +5.000000E+03
+1.520000E+00 +1.510418E+04 +3.437317E+04 +2.462620E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.922850E+01 +1.000000E+02 +5.000000E+03
+1.540000E+00 +1.524768E+04 +3.442594E+04 +2.462435E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.869367E+01 +1.000000E+02 +5.000000E+03
+1.560000E+00 +1.538988E+04 +3.447706E+04 +2.462256E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.816361E+01 +1.000000E+02 +5.000000E+03
+1.580000E+00 +1.553078E+04 +3.452655E+04 +2.462085E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.763831E+01 +1.000000E+02 +5.000000E+03
+1.600000E+00 +1.567040E+04 +3.457440E+04 +2.461920E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.711776E+01 +1.000000E+02 +5.000000E+03
+1.620000E+00 +1.580873E+04 +3.462063E+04 +2.461762E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.660194E+01 +1.000000E+02 +5.000000E+03
+1.640000E+00 +1.594579E+04 +3.466524E+04 +2.461611E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.609083E+01 +1.000000E+02 +5.000000E+03
+1.660000E+00 +1.608157E+04 +3.470824E+04 +2.461466E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.558443E+01 +1.000000E+02 +5.000000E+03
+1.680000E+00 +1.621608E+04 +3.474964E+04 +2.461329E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.508271E+01 +1.000000E+02 +5.000000E+03
+1.700000E+00 +1.634933E+04 +3.478945E+04 +2.461198E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.458566E+01 +1.000000E+02 +5.000000E+03
+1.720000E+00 +1.648132E+04 +3.482767E+04 +2.461073E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.409326E+01 +1.000000E+02 +5.000000E+03
+1.740000E+00 +1.661205E+04 +3.486430E+04 +2.460955E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.360550E+01 +1.000000E+02 +5.000000E+03
+1.760000E+00 +1.674154E+04 +3.489937E+04 +2.460844E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.312237E+01 +1.000000E+02 +5.000000E+03
+1.780000E+00 +1.686979E+04 +3.493286E+04 +2.460739E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.264385E+01 +1.000000E+02 +5.000000E+03
+1.800000E+00 +1.699680E+04 +3.496480E+04 +2.460640E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.216992E+01 +1.000000E+02 +5.000000E+03
+1.820000E+00 +1.712258E+04 +3.499519E+04 +2.460548E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.170057E+01 +1.000000E+02 +5.000000E+03
+1.840000E+00 +1.724713E+04 +3.502403E+04 +2.460462E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.123579E+01 +1.000000E+02 +5.000000E+03
+1.860000E+00 +1.737046E+04 +3.505133E+04 +2.460383E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.077555E+01 +1.000000E+02 +5.000000E+03
+1.880000E+00 +1.749257E+04 +3.507710E+04 +2.460309E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +7.031985E+01 +1.000000E+02 +5.000000E+03
+1.900000E+00 +1.761348E+04 +3.510135E+04 +2.460243E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.986867E+01 +1.000000E+02 +5.000000E+03
+1.920000E+00 +1.773317E+04 +3.512408E+04 +2.460182E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.942199E+01 +1.000000E+02 +5.000000E+03
+1.940000E+00 +1.785167E+04 +3.514531E+04 +2.460127E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.897979E+01 +1.000000E+02 +5.000000E+03
+1.960000E+00 +1.796897E+04 +3.516503E+04 +2.460079E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.854208E+01 +1.000000E+02 +5.000000E+03
+1.980000E+00 +1.808508E+04 +3.518326E+04 +2.460036E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.810882E+01 +1.000000E+02 +5.000000E+03
+2.000000E+00 +1.820000E+04 +3.520000E+04 +2.460000E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.768000E+01 +1.000000E+02 +5.000000E+03
+2.020000E+00 +1.831374E+04 +3.521526E+04 +2.459970E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.725561E+01 +1.000000E+02 +5.000000E+03
+2.040000E+00 +1.842631E+04 +3.522905E+04 +2.459945E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.683564E+01 +1.000000E+02 +5.000000E+03
+2.060000E+00 +1.853771E+04 +3.524137E+04 +2.459927E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.642006E+01 +1.000000E+02 +5.000000E+03
+2.080000E+00 +1.864795E+04 +3.525224E+04 +2.459914E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.600886E+01 +1.000000E+02 +5.000000E+03
+2.100000E+00 +1.875703E+04 +3.526165E+04 +2.459908E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.560204E+01 +1.000000E+02 +5.000000E+03
+2.120000E+00 +1.886495E+04 +3.526962E+04 +2.459907E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.519956E+01 +1.000000E+02 +5.000000E+03
+2.140000E+00 +1.897172E+04 +3.527615E+04 +2.459911E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.480142E+01 +1.000000E+02 +5.000000E+03
+2.160000E+00 +1.907735E+04 +3.528125E+04 +2.459922E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.440761E+01 +1.000000E+02 +5.000000E+03
+2.180000E+00 +1.918184E+04 +3.528493E+04 +2.459938E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.401810E+01 +1.000000E+02 +5.000000E+03
+2.200000E+00 +1.928520E+04 +3.528720E+04 +2.459960E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.363288E+01 +1.000000E+02 +5.000000E+03
+2.220000E+00 +1.938743E+04 +3.528806E+04 +2.459987E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.325194E+01 +1.000000E+02 +5.000000E+03
+2.240000E+00 +1.948854E+04 +3.528751E+04 +2.460020E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.287526E+01 +1.000000E+02 +5.000000E+03
+2.260000E+00 +1.958853E+04 +3.528558E+04 +2.460059E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.250283E+01 +1.000000E+02 +5.000000E+03
+2.280000E+00 +1.968740E+04 +3.528225E+04 +2.460103E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.213463E+01 +1.000000E+02 +5.000000E+03
+2.300000E+00 +1.978517E+04 +3.527755E+04 +2.460152E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.177064E+01 +1.000000E+02 +5.000000E+03
+2.320000E+00 +1.988184E+04 +3.527148E+04 +2.460207E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.141086E+01 +1.000000E+02 +5.000000E+03
+2.340000E+00 +1.997741E+04 +3.526404E+04 +2.460268E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.105527E+01 +1.000000E+02 +5.000000E+03
+2.360000E+00 +2.007189E+04 +3.525524E+04 +2.460333E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.070384E+01 +1.000000E+02 +5.000000E+03
+2.380000E+00 +2.016529E+04 +3.524509E+04 +2.460404E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.035657E+01 +1.000000E+02 +5.000000E+03
+2.400000E+00 +2.025760E+04 +3.523360E+04 +2.460480E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +6.001344E+01 +1.000000E+02 +5.000000E+03
+2.420000E+00 +2.034884E+04 +3.522077E+04 +2.460561E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.967444E+01 +1.000000E+02 +5.000000E+03
+2.440000E+00 +2.043900E+04 +3.520662E+04 +2.460648E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.933954E+01 +1.000000E+02 +5.000000E+03
+2.460000E+00 +2.052810E+04 +3.519114E+04 +2.460739E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.900875E+01 +1.000000E+02 +5.000000E+03
+2.480000E+00 +2.061614E+04 +3.517435E+04 +2.460836E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.868203E+01 +1.000000E+02 +5.000000E+03
+2.500000E+00 +2.070312E+04 +3.515625E+04 +2.460938E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.835938E+01 +1.000000E+02 +5.000000E+03
+2.520000E+00 +2.078906E+04 +3.513685E+04 +2.461044E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.804077E+01 +1.000000E+02 +5.000000E+03
+2.540000E+00 +2.087395E+04 +3.511616E+04 +2.461156E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.772620E+01 +1.000000E+02 +5.000000E+03
+2.560000E+00 +2.095780E+04 +3.509418E+04 +2.461272E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.741566E+01 +1.000000E+02 +5.000000E+03
+2.580000E+00 +2.104061E+04 +3.507093E+04 +2.461394E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.710911E+01 +1.000000E+02 +5.000000E+03
+2.600000E+00 +2.112240E+04 +3.504640E+04 +2.461520E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.680656E+01 +1.000000E+02 +5.000000E+03
+2.620000E+00 +2.120316E+04 +3.502061E+04 +2.461651E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.650798E+01 +1.000000E+02 +5.000000E+03
+2.640000E+00 +2.128291E+04 +3.499356E+04 +2.461787E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.621336E+01 +1.000000E+02 +5.000000E+03
+2.660000E+00 +2.136164E+04 +3.496526E+04 +2.461927E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.592268E+01 +1.000000E+02 +5.000000E+03
+2.680000E+00 +2.143936E+04 +3.493572E+04 +2.462073E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.563594E+01 +1.000000E+02 +5.000000E+03
+2.700000E+00 +2.151607E+04 +3.490495E+04 +2.462222E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.535310E+01 +1.000000E+02 +5.000000E+03
+2.720000E+00 +2.159180E+04 +3.487295E+04 +2.462377E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.507417E+01 +1.000000E+02 +5.000000E+03
+2.740000E+00 +2.166652E+04 +3.483972E+04 +2.462536E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.479912E+01 +1.000000E+02 +5.000000E+03
+2.760000E+00 +2.174026E+04 +3.480529E+04 +2.462700E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.452794E+01 +1.000000E+02 +5.000000E+03
+2.780000E+00 +2.181302E+04 +3.476964E+04 +2.462868E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.426061E+01 +1.000000E+02 +5.000000E+03
+2.800000E+00 +2.188480E+04 +3.473280E+04 +2.463040E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.399712E+01 +1.000000E+02 +5.000000E+03
+2.820000E+00 +2.195561E+04 +3.469477E+04 +2.463217E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.373745E+01 +1.000000E+02 +5.000000E+03
+2.840000E+00 +2.202545E+04 +3.465555E+04 +2.463398E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.348159E+01 +1.000000E+02 +5.000000E+03
+2.860000E+00 +2.209433E+04 +3.461515E+04 +2.463584E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.322953E+01 +1.000000E+02 +5.000000E+03
+2.880000E+00 +2.216225E+04 +3.457358E+04 +2.463773E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.298124E+01 +1.000000E+02 +5.000000E+03
+2.900000E+00 +2.222922E+04 +3.453085E+04 +2.463967E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.273671E+01 +1.000000E+02 +5.000000E+03
+2.920000E+00 +2.229525E+04 +3.448696E+04 +2.464166E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.249594E+01 +1.000000E+02 +5.000000E+03
+2.940000E+00 +2.236034E+04 +3.444193E+04 +2.464368E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.225889E+01 +1.000000E+02 +5.000000E+03
+2.960000E+00 +2.242449E+04 +3.439575E+04 +2.464575E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.202556E+01 +1.000000E+02 +5.000000E+03
+2.980000E+00 +2.248771E+04 +3.434844E+04 +2.464785E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.179594E+01 +1.000000E+02 +5.000000E+03
+3.000000E+00 +2.255000E+04 +3.430000E+04 +2.465000E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.157000E+01 +1.000000E+02 +5.000000E+03
+3.020000E+00 +2.261137E+04 +3.425044E+04 +2.465219E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.134773E+01 +1.000000E+02 +5.000000E+03
+3.040000E+00 +2.267183E+04 +3.419977E+04 +2.465441E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.112912E+01 +1.000000E+02 +5.000000E+03
+3.060000E+00 +2.273138E+04 +3.414799E+04 +2.465668E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.091416E+01 +1.000000E+02 +5.000000E+03
+3.080000E+00 +2.279003E+04 +3.409512E+04 +2.465898E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.070281E+01 +1.000000E+02 +5.000000E+03
